"","Team","Year","R.G","Playoffs","SO.W","num_batters","AB","BB_own","HBP_own","SH","SF","LOB_own","IP","R_allowed","WHIP"
"36","LAD",1976,3.75,FALSE,1.56,0.228395061728395,33.7777777777778,3,0.179012345679012,0.561728395061728,0.290123456790123,7.02469135802469,9.07530864197531,3.35185185185185,0.00759259259259259
"37","MIL",1976,3.54,FALSE,1.19,0.254658385093168,33.5155279503106,3.17391304347826,0.142857142857143,0.484472049689441,0.298136645962733,7.09937888198758,8.91366459627329,4.06832298136646,0.00854037267080745
"38","MIN",1976,4.59,FALSE,1.25,0.191358024691358,34.4074074074074,3.39506172839506,0.253086419753086,0.574074074074074,0.302469135802469,7.38888888888889,9.00617283950617,4.34567901234568,0.00859259259259259
"39","MON",1976,3.28,FALSE,1.19,0.290123456790123,33.5061728395062,2.67283950617284,0.0987654320987654,0.462962962962963,0.246913580246914,6.60493827160494,8.88888888888889,4.53086419753086,0.00900617283950617
"40","NYM",1976,3.8,FALSE,2.45,0.228395061728395,33.4259259259259,3.46296296296296,0.172839506172839,0.567901234567901,0.203703703703704,7.2962962962963,8.94444444444444,3.32098765432099,0.00709876543209876
"41","NYY",1976,4.59,TRUE,1.5,0.251572327044025,34.937106918239,2.9559748427673,0.220125786163522,0.314465408805031,0.289308176100629,6.9622641509434,9.15094339622642,3.61635220125786,0.00755345911949686
"42","OAK",1976,4.26,FALSE,1.71,0.236024844720497,33.2484472049689,3.67701863354037,0.279503105590062,0.360248447204969,0.360248447204969,6.62732919254658,9.06273291925466,3.71428571428571,0.00777639751552795
"43","PHI",1976,4.75,TRUE,2.31,0.197530864197531,34.1234567901235,3.34567901234568,0.246913580246914,0.364197530864198,0.41358024691358,7.08641975308642,9.00617283950617,3.43827160493827,0.00750617283950617
"44","PIT",1976,4.37,FALSE,1.66,0.191358024691358,34.5925925925926,2.67283950617284,0.179012345679012,0.376543209876543,0.308641975308642,6.7962962962963,9.05,3.88888888888889,0.00783950617283951
"45","SDP",1976,3.52,FALSE,1.2,0.222222222222222,33.141975308642,3.01234567901235,0.141975308641975,0.771604938271605,0.259259259259259,7.0679012345679,8.84012345679012,4.08641975308642,0.00823456790123457
"46","SFG",1976,3.67,FALSE,1.44,0.222222222222222,33.6543209876543,3.19753086419753,0.154320987654321,0.493827160493827,0.296296296296296,6.96913580246914,9.01975308641975,4.23456790123457,0.00837037037037037
"47","STL",1976,3.88,FALSE,1.26,0.246913580246914,34.0493827160494,3.16049382716049,0.135802469135802,0.530864197530864,0.277777777777778,7.23456790123457,8.97037037037037,4.14197530864198,0.00848148148148148
"48","TEX",1976,3.8,FALSE,1.68,0.222222222222222,34.2901234567901,3.50617283950617,0.179012345679012,0.444444444444444,0.277777777777778,7.51234567901235,9.08641975308642,4.02469135802469,0.00807407407407407
"49","ATL",1977,4.19,FALSE,1.31,0.259259259259259,34.1604938271605,3.31481481481481,0.104938271604938,0.512345679012346,0.209876543209877,7.03086419753086,8.92037037037037,5.52469135802469,0.00974691358024691
"50","BAL",1977,4.47,FALSE,1.49,0.236024844720497,34.1242236024845,3.47826086956522,0.149068322981366,0.298136645962733,0.291925465838509,7.14906832298137,9.01242236024845,4.05590062111801,0.00816770186335404
"51","BOS",1977,5.34,FALSE,2.01,0.236024844720497,34.2236024844721,3.27950310559006,0.260869565217391,0.279503105590062,0.366459627329193,6.77018633540373,8.8695652173913,4.42236024844721,0.00840993788819876
"52","CAL",1977,4.17,FALSE,1.69,0.277777777777778,33.3950617283951,3.34567901234568,0.222222222222222,0.45679012345679,0.314814814814815,6.83950617283951,8.87160493827161,4.29012345679012,0.00839506172839506
"53","CHC",1977,4.27,FALSE,1.93,0.216049382716049,34.5925925925926,3.2962962962963,0.166666666666667,0.425925925925926,0.320987654320988,7.35185185185185,9.06172839506173,4.56172839506173,0.0083641975308642
"54","CHW",1977,5.21,FALSE,1.63,0.277777777777778,34.7716049382716,3.45061728395062,0.209876543209877,0.203703703703704,0.388888888888889,7.25925925925926,8.91481481481481,4.75925925925926,0.00885802469135803
"55","CIN",1977,4.95,FALSE,1.6,0.228395061728395,34.0987654320988,3.7037037037037,0.154320987654321,0.382716049382716,0.308641975308642,7.23456790123457,8.87098765432099,4.47530864197531,0.00864814814814815
"56","CLE",1977,4.2,FALSE,1.59,0.204968944099379,34.1055900621118,3.29813664596273,0.211180124223602,0.583850931677019,0.335403726708075,7.1304347826087,9.01925465838509,4.59006211180124,0.00851552795031056
"57","DET",1977,4.41,FALSE,1.67,0.234567901234568,34.5925925925926,2.79012345679012,0.123456790123457,0.277777777777778,0.345679012345679,6.64197530864198,8.99382716049383,4.6358024691358,0.00845679012345679
"58","HOU",1977,4.2,FALSE,1.6,0.228395061728395,34.1358024691358,3.17901234567901,0.246913580246914,0.469135802469136,0.240740740740741,6.95679012345679,9.04444444444444,4.01234567901235,0.00812345679012346
"59","KCR",1977,5.07,TRUE,1.7,0.203703703703704,34.5308641975309,3.22222222222222,0.277777777777778,0.302469135802469,0.358024691358025,6.90123456790123,9.01358024691358,4.01851851851852,0.00792592592592593
"60","LAD",1977,4.75,TRUE,2.12,0.228395061728395,34.5,3.62962962962963,0.141975308641975,0.512345679012346,0.271604938271605,7.30246913580247,9.10555555555555,3.59259259259259,0.00766049382716049
"61","MIL",1977,3.94,FALSE,1.27,0.222222222222222,34.0555555555556,2.73456790123457,0.135802469135802,0.37037037037037,0.277777777777778,6.82098765432099,8.83333333333333,4.72222222222222,0.00874074074074074
"62","MIN",1977,5.39,FALSE,1.45,0.22360248447205,35.0248447204969,3.49689440993789,0.267080745341615,0.503105590062112,0.347826086956522,7.37888198757764,8.95652173913044,4.81987577639752,0.00884472049689441
"63","MON",1977,4.1,FALSE,1.48,0.228395061728395,35.0308641975309,2.95061728395062,0.12962962962963,0.425925925925926,0.240740740740741,7.16049382716049,9.14197530864197,4.54320987654321,0.00835802469135803
"64","NYM",1977,3.62,FALSE,1.86,0.246913580246914,33.3950617283951,3.26543209876543,0.185185185185185,0.388888888888889,0.228395061728395,6.96296296296296,8.84691358024691,4.09259259259259,0.00804320987654321
"65","NYY",1977,5.13,TRUE,1.56,0.222222222222222,34.5987654320988,3.29012345679012,0.172839506172839,0.283950617283951,0.296296296296296,7.04938271604938,8.94506172839506,4.01851851851852,0.00801234567901235
"66","OAK",1977,3.76,FALSE,1.41,0.248447204968944,33.2795031055901,3.20496894409938,0.22360248447205,0.397515527950311,0.285714285714286,6.50931677018634,8.92049689440994,4.65217391304348,0.00872670807453416
