"","Team","Year","R.G","Playoffs","SO.W","num_batters","AB","BB_own","HBP_own","SH","SF","LOB_own","IP","R_allowed","WHIP"
"279","SFG",1985,3.43,FALSE,1.72,0.222222222222222,33.4567901234568,3.01234567901235,0.228395061728395,0.574074074074074,0.154320987654321,6.72839506172839,8.93827160493827,4.16049382716049,0.00818518518518519
"280","STL",1985,4.61,TRUE,1.76,0.228395061728395,33.7469135802469,3.61728395061728,0.111111111111111,0.432098765432099,0.253086419753086,6.82098765432099,9.03703703703704,3.53086419753086,0.00757407407407407
"281","TEX",1985,3.83,FALSE,1.72,0.267080745341615,33.2981366459627,3.29192546583851,0.204968944099379,0.211180124223602,0.279503105590062,6.83229813664596,8.76521739130435,4.87577639751553,0.00871428571428571
"282","TOR",1985,4.71,TRUE,1.7,0.248447204968944,34.2111801242236,3.12422360248447,0.186335403726708,0.130434782608696,0.273291925465839,6.62732919254658,8.99378881987578,3.65217391304348,0.00770186335403727
"283","ATL",1986,3.82,FALSE,1.62,0.22360248447205,33.4409937888199,3.3416149068323,0.149068322981366,0.490683229813665,0.260869565217391,7.11180124223602,8.84596273291925,4.46583850931677,0.00880124223602484
"284","BAL",1986,4.37,FALSE,1.78,0.253086419753086,34.0987654320988,3.47530864197531,0.191358024691358,0.203703703703704,0.314814814814815,7.15432098765432,8.86543209876543,4.69135802469136,0.00853086419753086
"285","BOS",1986,4.93,TRUE,2.18,0.236024844720497,34.1490683229814,3.69565217391304,0.409937888198758,0.273291925465839,0.322981366459627,7.53416149068323,8.87701863354037,4.32298136645963,0.00844099378881988
"286","CAL",1986,4.85,TRUE,2,0.234567901234568,33.537037037037,4.14197530864198,0.246913580246914,0.561728395061728,0.376543209876543,7.2962962962963,8.98765432098766,4.22222222222222,0.00777777777777778
"287","CHC",1986,4.25,FALSE,1.73,0.24375,34.36875,3.175,0.09375,0.3375,0.31875,6.79375,9.03125,4.88125,0.00909375
"288","CHW",1986,3.98,FALSE,1.6,0.290123456790123,33.3703703703704,3.00617283950617,0.209876543209877,0.308641975308642,0.327160493827161,6.39506172839506,8.90185185185185,4.31481481481481,0.00822839506172839
"289","CIN",1986,4.52,FALSE,1.76,0.209876543209877,34.1728395061728,3.61728395061728,0.111111111111111,0.401234567901235,0.253086419753086,6.96913580246914,9.06172839506173,4.42592592592593,0.0083641975308642
"290","CLE",1986,5.1,FALSE,1.23,0.220858895705521,34.9815950920245,2.79754601226994,0.147239263803681,0.343558282208589,0.300613496932515,6.88343558282209,8.87852760736196,5.15950920245399,0.00912269938650307
"291","DET",1986,4.93,FALSE,1.54,0.246913580246914,34.0246913580247,3.78395061728395,0.265432098765432,0.320987654320988,0.302469135802469,7.18518518518519,8.90864197530864,4.40740740740741,0.00831481481481481
"292","HOU",1986,4.04,TRUE,2.22,0.246913580246914,33.5864197530864,3.30864197530864,0.148148148148148,0.327160493827161,0.253086419753086,6.87037037037037,8.98827160493827,3.51234567901235,0.00731481481481481
"293","KCR",1986,4.04,FALSE,1.85,0.222222222222222,34.3271604938272,2.92592592592593,0.222222222222222,0.148148148148148,0.203703703703704,7.04938271604938,8.89012345679012,4.15432098765432,0.00810493827160494
"294","LAD",1986,3.94,FALSE,2.11,0.234567901234568,33.7716049382716,2.95061728395062,0.197530864197531,0.5,0.240740740740741,6.68518518518519,8.97592592592592,4.19135802469136,0.00817901234567901
"295","MIL",1986,4.14,FALSE,1.93,0.242236024844721,33.9192546583851,3.29192546583851,0.167701863354037,0.329192546583851,0.329192546583851,7.09937888198758,8.88944099378882,4.55900621118012,0.0085527950310559
"296","MIN",1986,4.57,FALSE,1.86,0.234567901234568,34.141975308642,3.09259259259259,0.228395061728395,0.271604938271605,0.234567901234568,6.70987654320988,8.84074074074074,5.17901234567901,0.00896913580246914
"297","MON",1986,3.96,FALSE,1.86,0.267080745341615,34.2111801242236,3.33540372670807,0.204968944099379,0.329192546583851,0.260869565217391,7.06211180124224,9.10621118012422,4.27329192546584,0.00811801242236025
"298","NYM",1986,4.83,TRUE,2.13,0.222222222222222,34.3086419753086,3.89506172839506,0.191358024691358,0.462962962962963,0.327160493827161,7.35802469135802,9.16049382716049,3.5679012345679,0.00754320987654321
"299","NYY",1986,4.92,FALSE,1.78,0.265432098765432,34.3827160493827,3.98148148148148,0.172839506172839,0.222222222222222,0.283950617283951,7.51234567901235,8.90802469135802,4.55555555555556,0.00835185185185185
"300","OAK",1986,4.51,FALSE,1.4,0.271604938271605,33.5493827160494,3.41358024691358,0.197530864197531,0.345679012345679,0.314814814814815,6.70987654320988,8.84567901234568,4.69135802469136,0.00861728395061728
"301","PHI",1986,4.59,FALSE,1.58,0.260869565217391,34.055900621118,3.6583850931677,0.248447204968944,0.409937888198758,0.316770186335404,7.14906832298137,9.01366459627329,4.42857142857143,0.00867080745341615
"302","PIT",1986,4.09,FALSE,1.62,0.240740740740741,33.679012345679,3.51234567901235,0.123456790123457,0.419753086419753,0.271604938271605,6.79012345679012,8.95185185185185,4.32098765432099,0.00837037037037037
"303","SDP",1986,4.05,FALSE,1.54,0.240740740740741,34.0432098765432,2.98765432098765,0.111111111111111,0.407407407407407,0.216049382716049,6.78395061728395,8.90802469135802,4.46296296296296,0.00861111111111111
"304","SEA",1986,4.43,FALSE,1.61,0.246913580246914,33.9382716049383,3.53086419753086,0.209876543209877,0.320987654320988,0.179012345679012,6.81481481481481,8.88395061728395,5.15432098765432,0.00932716049382716
"305","SFG",1986,4.31,FALSE,1.68,0.246913580246914,33.9567901234568,3.30864197530864,0.228395061728395,0.623456790123457,0.209876543209877,6.98765432098765,9.01296296296296,3.81481481481481,0.00783950617283951
"306","STL",1986,3.73,FALSE,1.57,0.236024844720497,33.4037267080745,3.52795031055901,0.124223602484472,0.670807453416149,0.285714285714286,7.01242236024845,9.10621118012422,3.79503105590062,0.00783229813664596
"307","TEX",1986,4.76,FALSE,1.44,0.228395061728395,34.1296296296296,3.15432098765432,0.216049382716049,0.191358024691358,0.259259259259259,6.40740740740741,8.95123456790123,4.58641975308642,0.00890123456790123
"308","TOR",1986,4.96,FALSE,2.06,0.220858895705521,35.0674846625767,3.04294478527607,0.202453987730061,0.147239263803681,0.300613496932515,6.74233128834356,9.05521472392638,4.49693251533742,0.00812269938650307
"309","ATL",1987,4.64,FALSE,1.43,0.254658385093168,33.7142857142857,3.98136645962733,0.236024844720497,0.53416149068323,0.211180124223602,7.27950310559006,8.86459627329193,5.14906832298137,0.00920496894409938
"310","BAL",1987,4.5,FALSE,1.59,0.253086419753086,34.4197530864198,3.23456790123457,0.135802469135802,0.191358024691358,0.197530864197531,6.81481481481481,8.88395061728395,5.4320987654321,0.00901234567901235
"311","BOS",1987,5.2,FALSE,2,0.216049382716049,34.4814814814815,3.74074074074074,0.351851851851852,0.320987654320988,0.358024691358025,7.38888888888889,8.8641975308642,5.09259259259259,0.00903086419753086
"312","CAL",1987,4.75,FALSE,1.87,0.228395061728395,34.3827160493827,3.64197530864198,0.216049382716049,0.432098765432099,0.222222222222222,7.0679012345679,8.99444444444444,4.95679012345679,0.00840740740740741
"313","CHC",1987,4.47,FALSE,1.63,0.22360248447205,34.6770186335404,3.1304347826087,0.130434782608696,0.366459627329193,0.186335403726708,7.16770186335404,8.90807453416149,4.97515527950311,0.0093167701863354
"314","CHW",1987,4.62,FALSE,1.47,0.222222222222222,34.1851851851852,3.00617283950617,0.203703703703704,0.333333333333333,0.320987654320988,6.54938271604938,8.93333333333333,4.60493827160494,0.00841358024691358
"315","CIN",1987,4.83,FALSE,1.89,0.228395061728395,34.320987654321,3.17283950617284,0.191358024691358,0.351851851851852,0.209876543209877,6.59259259259259,8.96358024691358,4.64197530864198,0.00837654320987654
"316","CLE",1987,4.58,FALSE,1.4,0.271604938271605,34.6049382716049,3.01851851851852,0.191358024691358,0.271604938271605,0.259259259259259,6.99382716049383,8.77901234567901,5.90740740740741,0.00942592592592593
"317","DET",1987,5.53,TRUE,1.73,0.228395061728395,34.8703703703704,4.03086419753086,0.283950617283951,0.240740740740741,0.345679012345679,7.57407407407407,8.98765432098766,4.53703703703704,0.00845061728395062
"318","HOU",1987,4,FALSE,2.17,0.265432098765432,33.858024691358,3.24691358024691,0.148148148148148,0.358024691358025,0.308641975308642,7.14814814814815,8.89567901234568,4.18518518518519,0.00808641975308642
"319","KCR",1987,4.41,FALSE,1.68,0.234567901234568,33.9444444444444,3.2283950617284,0.185185185185185,0.209876543209877,0.259259259259259,7.06172839506173,8.79012345679012,4.26543209876543,0.00854938271604938
"320","LAD",1987,3.92,FALSE,1.94,0.296296296296296,34.0555555555556,2.74691358024691,0.191358024691358,0.506172839506173,0.240740740740741,6.75308641975309,8.98148148148148,4.16666666666667,0.00840123456790124
"321","MIL",1987,5.32,FALSE,1.96,0.228395061728395,34.7222222222222,3.69135802469136,0.197530864197531,0.388888888888889,0.308641975308642,7.11111111111111,9.03703703703704,5.04320987654321,0.00875925925925926
"322","MIN",1987,4.85,TRUE,1.76,0.222222222222222,33.5864197530864,3.2283950617284,0.234567901234568,0.290123456790123,0.240740740740741,6.42592592592593,8.80925925925926,4.97530864197531,0.00877777777777778
"323","MON",1987,4.57,FALSE,2.27,0.253086419753086,34.1172839506173,3.09259259259259,0.216049382716049,0.351851851851852,0.259259259259259,6.73456790123457,8.95123456790123,4.44444444444444,0.00797530864197531
"324","NYM",1987,5.08,FALSE,2.02,0.240740740740741,34.5740740740741,3.65432098765432,0.191358024691358,0.432098765432099,0.240740740740741,7.33950617283951,8.97530864197531,4.30864197530864,0.0081358024691358
"325","NYY",1987,4.86,FALSE,1.66,0.296296296296296,34.0185185185185,3.7283950617284,0.172839506172839,0.234567901234568,0.234567901234568,6.90740740740741,8.92654320987654,4.67901234567901,0.00861111111111111
"326","OAK",1987,4.98,FALSE,1.96,0.277777777777778,34.0185185185185,3.66049382716049,0.222222222222222,0.308641975308642,0.296296296296296,6.75925925925926,8.92098765432099,4.87037037037037,0.00842592592592593
"327","PHI",1987,4.33,FALSE,1.49,0.234567901234568,33.7962962962963,3.62345679012346,0.154320987654321,0.388888888888889,0.246913580246914,7.02469135802469,8.93888888888889,4.62345679012346,0.00869753086419753
"328","PIT",1987,4.46,FALSE,1.63,0.302469135802469,34.1728395061728,3.30246913580247,0.179012345679012,0.438271604938272,0.314814814814815,7.17901234567901,8.91975308641975,4.59259259259259,0.00828395061728395
"329","SDP",1987,4.12,FALSE,1.49,0.240740740740741,33.679012345679,3.56172839506173,0.166666666666667,0.5,0.222222222222222,7.19753086419753,8.8462962962963,4.70987654320988,0.00862962962962963
"330","SEA",1987,4.69,FALSE,1.85,0.253086419753086,34,3.08641975308642,0.265432098765432,0.234567901234568,0.308641975308642,6.67283950617284,8.8283950617284,4.94444444444444,0.00862962962962963
"331","SFG",1987,4.83,TRUE,1.9,0.283950617283951,34.6172839506173,3.15432098765432,0.240740740740741,0.339506172839506,0.216049382716049,6.66049382716049,9.08024691358025,4.12962962962963,0.00819753086419753
"332","STL",1987,4.93,TRUE,1.64,0.240740740740741,33.9506172839506,3.97530864197531,0.111111111111111,0.518518518518518,0.314814814814815,7.03703703703704,9.04938271604938,4.27777777777778,0.00849382716049383
"333","TEX",1987,5.08,FALSE,1.45,0.240740740740741,34.3456790123457,3.5,0.148148148148148,0.259259259259259,0.314814814814815,6.64814814814815,8.9141975308642,5.24074074074074,0.00917901234567901
"334","TOR",1987,5.22,FALSE,1.88,0.234567901234568,34.7839506172839,3.42592592592593,0.234567901234568,0.185185185185185,0.216049382716049,6.95061728395062,8.97530864197531,4.04320987654321,0.00802469135802469
"335","ATL",1988,3.47,FALSE,1.55,0.25,34,2.7,0.13125,0.4625,0.2875,6.4875,9.0375,4.63125,0.00866875
"336","BAL",1988,3.42,FALSE,1.36,0.267080745341615,33.2795031055901,3.1304347826087,0.198757763975155,0.248447204968944,0.279503105590062,6.78260869565217,8.79503105590062,4.90062111801242,0.00890062111801242
"337","BOS",1988,5.02,TRUE,2.2,0.228395061728395,34.2283950617284,3.84567901234568,0.277777777777778,0.407407407407407,0.339506172839506,7.83333333333333,8.80308641975309,4.25308641975309,0.00825925925925926
"338","CAL",1988,4.41,FALSE,1.44,0.271604938271605,34.4567901234568,2.89506172839506,0.302469135802469,0.388888888888889,0.320987654320988,6.90740740740741,8.98271604938272,4.75925925925926,0.00878395061728395
"339","CHC",1988,4.05,FALSE,1.83,0.239263803680982,34.8159509202454,2.47239263803681,0.128834355828221,0.349693251533742,0.282208588957055,6.96932515337423,8.98220858895706,4.25766871165644,0.00831288343558282
"340","CHW",1988,3.92,FALSE,1.41,0.273291925465839,33.8447204968944,2.77018633540373,0.211180124223602,0.416149068322981,0.267080745341615,6.57142857142857,8.93788819875776,4.70186335403727,0.00863354037267081
"341","CIN",1988,3.98,FALSE,1.85,0.279503105590062,33.7018633540373,2.97515527950311,0.229813664596273,0.428571428571429,0.316770186335404,6.67701863354037,9.03726708074534,3.70186335403727,0.00757763975155279
"342","CLE",1988,4.11,FALSE,1.84,0.271604938271605,33.9814814814815,2.5679012345679,0.228395061728395,0.222222222222222,0.314814814814815,6.59876543209877,8.85185185185185,4.51234567901235,0.0083641975308642
"343","DET",1988,4.34,FALSE,1.79,0.228395061728395,33.537037037037,3.62962962962963,0.179012345679012,0.407407407407407,0.228395061728395,6.93827160493827,8.92098765432099,4.06172839506173,0.0079320987654321
"344","HOU",1988,3.81,FALSE,2.19,0.240740740740741,33.9135802469136,2.92592592592593,0.234567901234568,0.475308641975309,0.271604938271605,6.70987654320988,9.1,3.89506172839506,0.00760493827160494
"345","KCR",1988,4.37,FALSE,1.91,0.254658385093168,33.9689440993789,3.01863354037267,0.204968944099379,0.285714285714286,0.316770186335404,6.85714285714286,8.87018633540373,4.02484472049689,0.00817391304347826
"346","LAD",1988,3.88,TRUE,2.18,0.234567901234568,33.5246913580247,2.69753086419753,0.197530864197531,0.58641975308642,0.308641975308642,6.6358024691358,9.03148148148148,3.35802469135802,0.00743827160493827
"347","MIL",1988,4.21,FALSE,1.9,0.216049382716049,33.8765432098765,2.70987654320988,0.228395061728395,0.364197530864198,0.253086419753086,6.53086419753086,8.94506172839506,3.80246913580247,0.00762962962962963
"348","MIN",1988,4.69,FALSE,1.98,0.253086419753086,34.0123456790123,3.25925925925926,0.339506172839506,0.228395061728395,0.308641975308642,7.14814814814815,8.83456790123457,4.14814814814815,0.00823456790123457
"349","MON",1988,3.85,FALSE,1.94,0.245398773006135,34.1901840490798,2.78527607361963,0.196319018404908,0.404907975460123,0.269938650306748,6.6319018404908,9.09325153374233,3.6319018404908,0.00739263803680982
"350","NYM",1988,4.39,TRUE,2.72,0.2,33.8,3.4,0.2,0.40625,0.35,7.1125,8.99375,3.325,0.00719375
"351","NYY",1988,4.8,FALSE,1.77,0.254658385093168,34.7329192546584,3.65217391304348,0.186335403726708,0.22360248447205,0.316770186335404,7.26708074534162,9.04347826086956,4.64596273291925,0.00852795031055901
"352","OAK",1988,4.94,TRUE,1.78,0.216049382716049,34.5802469135802,3.58024691358025,0.401234567901235,0.333333333333333,0.339506172839506,7.14814814814815,9.19197530864198,3.82716049382716,0.00799382716049383
"353","PHI",1988,3.69,FALSE,1.37,0.265432098765432,33.3518518518519,3.01851851851852,0.290123456790123,0.41358024691358,0.296296296296296,6.88271604938272,8.84567901234568,4.53086419753086,0.00893827160493827
"354","PIT",1988,4.07,FALSE,1.68,0.2625,33.61875,3.45625,0.2,0.4125,0.375,7.10625,9.00125,3.85,0.0078875
"355","SDP",1988,3.69,FALSE,2.02,0.217391304347826,33.3291925465838,3.06832298136646,0.130434782608696,0.658385093167702,0.279503105590062,6.88819875776398,9,3.62111801242236,0.00759006211180124
"356","SEA",1988,4.12,FALSE,1.76,0.248447204968944,33.7639751552795,2.86335403726708,0.236024844720497,0.248447204968944,0.260869565217391,6.48447204968944,8.8695652173913,4.62111801242236,0.00845341614906832
"357","SFG",1988,4.14,FALSE,2.07,0.265432098765432,33.641975308642,3.39506172839506,0.203703703703704,0.561728395061728,0.314814814814815,6.97530864197531,9.02530864197531,3.8641975308642,0.0073641975308642
"358","STL",1988,3.57,FALSE,1.81,0.253086419753086,34.0617283950617,2.98765432098765,0.135802469135802,0.648148148148148,0.296296296296296,7.24691358024691,9.07530864197531,3.90740740740741,0.0078641975308642
"359","TEX",1988,3.96,FALSE,1.39,0.254658385093168,34.0310559006211,3.36645962732919,0.217391304347826,0.298136645962733,0.329192546583851,7.29192546583851,8.93291925465839,4.56521739130435,0.00847826086956522
"360","TOR",1988,4.71,FALSE,1.71,0.216049382716049,34.3024691358025,3.21604938271605,0.191358024691358,0.209876543209877,0.308641975308642,6.82098765432099,8.94444444444444,4.19753086419753,0.00822839506172839
"361","ATL",1989,3.63,FALSE,2.06,0.285714285714286,33.9316770186335,3.01242236024845,0.149068322981366,0.403726708074534,0.260869565217391,6.80745341614907,8.9888198757764,4.22360248447205,0.00788819875776398
"362","BAL",1989,4.37,FALSE,1.39,0.246913580246914,33.5802469135802,3.66049382716049,0.185185185185185,0.388888888888889,0.290123456790123,7.00617283950617,8.93888888888889,4.23456790123457,0.00854320987654321
"363","BOS",1989,4.78,FALSE,1.92,0.216049382716049,34.9753086419753,3.96913580246914,0.222222222222222,0.320987654320988,0.358024691358025,8.07407407407407,9.01296296296296,4.53703703703704,0.00843827160493827
"364","CAL",1989,4.13,FALSE,1.93,0.228395061728395,34.2283950617284,2.64814814814815,0.172839506172839,0.333333333333333,0.283950617283951,6.72839506172839,8.97592592592592,3.5679012345679,0.00784567901234568
"365","CHC",1989,4.33,TRUE,1.73,0.222222222222222,34.0308641975309,2.91358024691358,0.160493827160494,0.493827160493827,0.308641975308642,6.74691358024691,9.01296296296296,3.84567901234568,0.00803703703703704
"366","CHW",1989,4.3,FALSE,1.44,0.260869565217391,34.1863354037267,2.88198757763975,0.173913043478261,0.527950310559006,0.316770186335404,7.08695652173913,8.83229813664596,4.6583850931677,0.00878260869565217
"367","CIN",1989,3.9,FALSE,1.75,0.259259259259259,34.0740740740741,3.04320987654321,0.185185185185185,0.407407407407407,0.302469135802469,6.88271604938272,9.03765432098765,4.26543209876543,0.00827777777777778
"368","CLE",1989,3.73,FALSE,1.87,0.290123456790123,33.7222222222222,3.08024691358025,0.216049382716049,0.444444444444444,0.253086419753086,6.95061728395062,8.96913580246914,4.03703703703704,0.00796296296296296
"369","DET",1989,3.81,FALSE,1.27,0.283950617283951,33.5308641975309,3.61111111111111,0.228395061728395,0.216049382716049,0.265432098765432,7.2037037037037,8.80925925925926,5.03703703703704,0.00937037037037037
"370","HOU",1989,3.99,FALSE,1.75,0.228395061728395,34.0493827160494,3.2716049382716,0.166666666666667,0.512345679012346,0.271604938271605,6.94444444444444,9.13024691358025,4.12962962962963,0.00805555555555556
"371","KCR",1989,4.26,FALSE,2.15,0.222222222222222,33.7962962962963,3.41975308641975,0.179012345679012,0.259259259259259,0.308641975308642,7.08024691358025,8.95802469135803,3.91975308641975,0.00795061728395062
"372","LAD",1989,3.46,FALSE,2.09,0.25,34.15625,3.16875,0.16875,0.51875,0.25625,7.31875,9.144375,3.35,0.0076125
"373","MIL",1989,4.36,FALSE,1.78,0.246913580246914,33.7839506172839,2.80864197530864,0.308641975308642,0.314814814814815,0.333333333333333,6.64197530864198,8.84012345679012,4.19135802469136,0.0082716049382716
"374","MIN",1989,4.57,FALSE,1.7,0.265432098765432,34.4506172839506,2.95061728395062,0.240740740740741,0.314814814814815,0.358024691358025,7.22222222222222,8.82160493827161,4.55555555555556,0.00861728395061728
"375","MON",1989,3.9,FALSE,2.04,0.240740740740741,33.8395061728395,3.53086419753086,0.216049382716049,0.438271604938272,0.283950617283951,7.19753086419753,9.06234567901235,3.88888888888889,0.00783333333333333
"376","NYM",1989,4.22,FALSE,2.08,0.259259259259259,33.8827160493827,3.11111111111111,0.203703703703704,0.345679012345679,0.296296296296296,6.80864197530864,8.97592592592592,3.67283950617284,0.00760493827160494
"377","NYY",1989,4.34,FALSE,1.51,0.304347826086957,33.9006211180124,3.11801242236025,0.167701863354037,0.360248447204969,0.304347826086957,7.07453416149068,8.78385093167702,4.91925465838509,0.00909316770186335
"378","OAK",1989,4.4,TRUE,1.82,0.253086419753086,33.4320987654321,3.46913580246914,0.209876543209877,0.222222222222222,0.382716049382716,6.85185185185185,8.93888888888889,3.55555555555556,0.00766049382716049
"379","PHI",1989,3.86,FALSE,1.47,0.294478527607362,33.4171779141104,3.42331288343558,0.134969325153374,0.349693251533742,0.257668711656442,7.06748466257669,8.7920245398773,4.50920245398773,0.00865030674846626
"380","PIT",1989,3.88,FALSE,1.53,0.274390243902439,33.7743902439024,3.43292682926829,0.146341463414634,0.50609756097561,0.310975609756098,6.96951219512195,9.06829268292683,4.14634146341463,0.00792073170731707
"381","SDP",1989,3.96,FALSE,1.94,0.246913580246914,33.4691358024691,3.40740740740741,0.0555555555555556,0.58641975308642,0.253086419753086,7,8.99444444444444,3.8641975308642,0.0077962962962963
"382","SEA",1989,4.28,FALSE,1.6,0.246913580246914,34.0246913580247,3.01851851851852,0.277777777777778,0.216049382716049,0.320987654320988,6.87037037037037,8.87654320987654,4.49382716049383,0.00850617283950617
"383","SFG",1989,4.31,TRUE,1.7,0.277777777777778,33.7592592592593,3.1358024691358,0.246913580246914,0.506172839506173,0.240740740740741,6.87037037037037,8.99382716049383,3.7037037037037,0.00758641975308642
"384","STL",1989,3.85,FALSE,1.75,0.201219512195122,33.4878048780488,3.09146341463415,0.128048780487805,0.475609756097561,0.26219512195122,6.96951219512195,8.90853658536585,3.70731707317073,0.0075609756097561
"385","TEX",1989,4.29,FALSE,1.7,0.253086419753086,33.6913580246914,3.10493827160494,0.209876543209877,0.388888888888889,0.246913580246914,6.82098765432099,8.85246913580247,4.40740740740741,0.00832098765432099
"386","TOR",1989,4.51,TRUE,1.78,0.265432098765432,34.4506172839506,3.21604938271605,0.191358024691358,0.185185185185185,0.327160493827161,6.80246913580247,9.05555555555556,4.01851851851852,0.00793827160493827
"387","ATL",1990,4.21,FALSE,1.62,0.283950617283951,33.9753086419753,2.91975308641975,0.166666666666667,0.302469135802469,0.191358024691358,6.62962962962963,8.82222222222222,5.0679012345679,0.00909259259259259
"388","BAL",1990,4.16,FALSE,1.45,0.291925465838509,33.6024844720497,4.09937888198758,0.248447204968944,0.447204968944099,0.254658385093168,7.63975155279503,8.91366459627329,4.33540372670807,0.0085776397515528
"389","BOS",1990,4.31,TRUE,1.92,0.265432098765432,34.0493827160494,3.69135802469136,0.172839506172839,0.296296296296296,0.271604938271605,7.61111111111111,8.90123456790123,4.09876543209877,0.00838271604938272
"390","CAL",1990,4.26,FALSE,1.74,0.265432098765432,34.3827160493827,3.49382716049383,0.172839506172839,0.358024691358025,0.277777777777778,7.41975308641975,8.97530864197531,4.35802469135802,0.00859876543209877
"391","CHC",1990,4.26,FALSE,1.53,0.240740740740741,34.5679012345679,2.50617283950617,0.185185185185185,0.376543209876543,0.314814814814815,6.93827160493827,8.90246913580247,4.77777777777778,0.00890740740740741
"392","CHW",1990,4.21,FALSE,1.67,0.228395061728395,33.3456790123457,2.95061728395062,0.222222222222222,0.462962962962963,0.290123456790123,6.44444444444444,8.94506172839506,3.90740740740741,0.00792592592592593
"393","CIN",1990,4.28,TRUE,1.9,0.246913580246914,34.1049382716049,2.87654320987654,0.259259259259259,0.54320987654321,0.259259259259259,7.01851851851852,8.98827160493827,3.68518518518519,0.00797530864197531
"394","CLE",1990,4.52,FALSE,1.66,0.271604938271605,33.858024691358,2.82716049382716,0.179012345679012,0.333333333333333,0.376543209876543,6.54938271604938,8.80925925925926,4.54938271604938,0.00869135802469136
"395","DET",1990,4.63,FALSE,1.3,0.265432098765432,33.820987654321,3.91358024691358,0.209876543209877,0.222222222222222,0.253086419753086,7.25308641975309,8.82777777777778,4.65432098765432,0.00890123456790123
"396","HOU",1990,3.54,FALSE,1.72,0.271604938271605,33.2037037037037,3.38271604938272,0.172839506172839,0.487654320987654,0.253086419753086,6.98765432098765,8.95061728395062,4.04938271604938,0.00805555555555556
"397","KCR",1990,4.39,FALSE,1.8,0.285714285714286,34.0869565217391,3.09316770186335,0.167701863354037,0.192546583850932,0.335403726708075,6.97515527950311,8.82111801242236,4.40372670807453,0.00878260869565217
"398","LAD",1990,4.49,FALSE,2.14,0.283950617283951,33.8950617283951,3.32098765432099,0.191358024691358,0.438271604938272,0.296296296296296,6.98765432098765,8.90123456790123,4.22839506172839,0.00788271604938272
"399","MIL",1990,4.52,FALSE,1.64,0.265432098765432,33.9691358024691,3.2037037037037,0.203703703703704,0.364197530864198,0.438271604938272,6.82716049382716,8.91975308641975,4.69135802469136,0.00866049382716049
"400","MIN",1990,4.11,FALSE,1.78,0.240740740740741,33.9444444444444,2.74691358024691,0.327160493827161,0.246913580246914,0.302469135802469,6.77160493827161,8.85925925925926,4.5,0.00859259259259259
"401","MON",1990,4.09,FALSE,1.94,0.271604938271605,33.6604938271605,3.55555555555556,0.160493827160494,0.537037037037037,0.290123456790123,6.95061728395062,9.09320987654321,3.69135802469136,0.00779012345679012
"402","NYM",1990,4.78,FALSE,2.74,0.271604938271605,33.9753086419753,3.30864197530864,0.197530864197531,0.333333333333333,0.345679012345679,6.87654320987654,8.88888888888889,3.78395061728395,0.00764197530864198
"403","NYY",1990,3.72,FALSE,1.47,0.265432098765432,33.8456790123457,2.6358024691358,0.327160493827161,0.228395061728395,0.222222222222222,6.54320987654321,8.91481481481481,4.62345679012346,0.00875308641975309
"404","OAK",1990,4.52,TRUE,1.68,0.246913580246914,33.537037037037,4.01851851851852,0.283950617283951,0.37037037037037,0.296296296296296,7.37654320987654,8.98765432098766,3.51851851851852,0.00754938271604938
"405","PHI",1990,3.99,FALSE,1.29,0.265432098765432,34.1666666666667,3.59259259259259,0.185185185185185,0.364197530864198,0.240740740740741,7.66666666666667,8.94444444444444,4.5,0.00865432098765432
"406","PIT",1990,4.52,TRUE,2.05,0.283950617283951,33.2592592592593,3.59259259259259,0.148148148148148,0.592592592592593,0.407407407407407,6.91975308641975,8.9320987654321,3.82098765432099,0.00759259259259259
"407","SDP",1990,4.15,FALSE,1.83,0.228395061728395,34.2839506172839,3.14197530864198,0.172839506172839,0.487654320987654,0.296296296296296,7.03086419753086,9.01975308641975,4.15432098765432,0.00820987654320988
"408","SEA",1990,3.95,FALSE,1.76,0.265432098765432,33.7901234567901,3.67901234567901,0.246913580246914,0.253086419753086,0.333333333333333,7.57407407407407,8.90802469135802,4.19753086419753,0.00823456790123457
"409","SFG",1990,4.44,FALSE,1.43,0.314814814814815,34.4012345679012,3.01234567901235,0.203703703703704,0.469135802469136,0.277777777777778,7.2037037037037,8.92654320987654,4.38271604938272,0.00866666666666667
"410","STL",1990,3.7,FALSE,1.75,0.265432098765432,33.7160493827161,3.19135802469136,0.12962962962963,0.475308641975309,0.308641975308642,7.18518518518519,8.90802469135802,4.30864197530864,0.00815432098765432
"411","TEX",1990,4.17,FALSE,1.6,0.246913580246914,33.7592592592593,3.54938271604938,0.209876543209877,0.333333333333333,0.271604938271605,7.20987654320988,8.91481481481481,4.2962962962963,0.00840123456790124
"412","TOR",1990,4.73,FALSE,2,0.253086419753086,34.5,3.24691358024691,0.172839506172839,0.111111111111111,0.382716049382716,6.87037037037037,8.97530864197531,4.08024691358025,0.00797530864197531
"413","ATL",1991,4.62,TRUE,2.01,0.265432098765432,33.679012345679,3.47530864197531,0.197530864197531,0.530864197530864,0.277777777777778,6.85802469135802,8.9641975308642,3.97530864197531,0.00758641975308642
"414","BAL",1991,4.23,FALSE,1.72,0.259259259259259,34.5925925925926,3.25925925925926,0.203703703703704,0.290123456790123,0.277777777777778,7.17283950617284,8.99506172839506,4.91358024691358,0.00862962962962963
