"","game_num","date","tm_short","location","opp","runs","runs_allowed"
"1",1,2020-03-28,"ARI","Away","LAD",5,12
"2",2,2020-03-29,"ARI","Away","LAD",5,4
"3",3,2020-03-30,"ARI","Away","LAD",5,18
"4",4,2020-03-31,"ARI","Away","LAD",7,8
"5",5,2020-04-01,"ARI","Away","SDP",10,3
"6",6,2020-04-02,"ARI","Away","SDP",8,5
"7",7,2020-04-03,"ARI","Away","SDP",1,4
"8",8,2020-04-05,"ARI","Home","BOS",15,8
"9",9,2020-04-06,"ARI","Home","BOS",5,4
"10",10,2020-04-07,"ARI","Home","BOS",0,1
"11",11,2020-04-09,"ARI","Home","TEX",5,4
"12",12,2020-04-10,"ARI","Home","TEX",2,5
"13",13,2020-04-11,"ARI","Home","SDP",6,7
"14",14,2020-04-12,"ARI","Home","SDP",1,2
"15",15,2020-04-13,"ARI","Home","SDP",4,5
"16",16,2020-04-14,"ARI","Home","SDP",8,4
"17",17,2020-04-16,"ARI","Away","ATL",9,6
"18",18,2020-04-17,"ARI","Away","ATL",3,2
"19",19,2020-04-18,"ARI","Away","ATL",4,1
"20",20,2020-04-19,"ARI","Away","CHC",1,5
"21",21,2020-04-20,"ARI","Away","CHC",6,0
"22",22,2020-04-21,"ARI","Away","CHC",1,2
"23",23,2020-04-22,"ARI","Away","PIT",12,4
"24",24,2020-04-23,"ARI","Away","PIT",2,1
"25",25,2020-04-24,"ARI","Away","PIT",11,2
"26",26,2020-04-25,"ARI","Away","PIT",5,0
"27",27,2020-04-26,"ARI","Home","CHC",8,3
"28",28,2020-04-27,"ARI","Home","CHC",1,9
"29",29,2020-04-28,"ARI","Home","CHC",5,6
"30",30,2020-04-30,"ARI","Home","NYY",3,1
"31",31,2020-05-01,"ARI","Home","NYY",3,2
"32",32,2020-05-03,"ARI","Away","COL",10,9
"33",33,2020-05-04,"ARI","Away","COL",9,2
"34",34,2020-05-05,"ARI","Away","COL",7,8
"35",35,2020-05-06,"ARI","Away","TBR",1,12
"36",36,2020-05-07,"ARI","Away","TBR",3,6
"37",37,2020-05-08,"ARI","Away","TBR",3,2
"38",38,2020-05-09,"ARI","Home","ATL",3,2
"39",39,2020-05-10,"ARI","Home","ATL",1,2
"40",40,2020-05-11,"ARI","Home","ATL",4,6
"41",41,2020-05-12,"ARI","Home","ATL",3,5
"42",42,2020-05-13,"ARI","Home","PIT",9,3
"43",43,2020-05-14,"ARI","Home","PIT",2,6
"44",44,2020-05-15,"ARI","Home","PIT",11,1
"45",45,2020-05-17,"ARI","Home","SFG",7,0
"46",46,2020-05-18,"ARI","Home","SFG",5,8
"47",47,2020-05-19,"ARI","Home","SFG",2,3
"48",48,2020-05-20,"ARI","Away","SDP",1,2
"49",49,2020-05-21,"ARI","Away","SDP",2,3
"50",50,2020-05-22,"ARI","Away","SDP",2,5
"51",51,2020-05-24,"ARI","Away","SFG",18,2
"52",52,2020-05-25,"ARI","Away","SFG",10,4
"53",53,2020-05-26,"ARI","Away","SFG",6,2
"54",54,2020-05-27,"ARI","Away","COL",3,4
"55",55,2020-05-28,"ARI","Away","COL",2,6
"56",56,2020-05-29,"ARI","Away","COL",4,5
"57",57,2020-05-30,"ARI","Away","COL",10,11
"58",58,2020-05-31,"ARI","Home","NYM",4,5
"59",59,2020-06-01,"ARI","Home","NYM",6,5
"60",60,2020-06-02,"ARI","Home","NYM",7,1
"61",61,2020-06-03,"ARI","Home","LAD",1,3
"62",62,2020-06-04,"ARI","Home","LAD",0,9
"63",63,2020-06-05,"ARI","Home","LAD",3,2
"64",64,2020-06-07,"ARI","Away","TOR",8,2
"65",65,2020-06-08,"ARI","Away","TOR",6,0
"66",66,2020-06-09,"ARI","Away","TOR",8,2
"67",67,2020-06-10,"ARI","Away","PHI",13,8
"68",68,2020-06-11,"ARI","Away","PHI",4,7
"69",69,2020-06-12,"ARI","Away","PHI",2,0
"70",70,2020-06-13,"ARI","Away","WSN",5,0
"71",71,2020-06-14,"ARI","Away","WSN",3,7
"72",72,2020-06-15,"ARI","Away","WSN",10,3
"73",73,2020-06-16,"ARI","Away","WSN",5,15
"74",74,2020-06-18,"ARI","Home","COL",1,8
"75",75,2020-06-19,"ARI","Home","COL",4,6
"76",76,2020-06-20,"ARI","Home","COL",4,6
"77",77,2020-06-21,"ARI","Home","SFG",5,11
"78",78,2020-06-22,"ARI","Home","SFG",4,7
"79",79,2020-06-23,"ARI","Home","SFG",3,2
"80",80,2020-06-24,"ARI","Home","LAD",8,5
"81",81,2020-06-25,"ARI","Home","LAD",2,3
"82",82,2020-06-26,"ARI","Home","LAD",8,2
"83",83,2020-06-27,"ARI","Away","SFG",5,1
"84",84,2020-06-28,"ARI","Away","SFG",3,6
"85",85,2020-06-29,"ARI","Away","SFG",4,3
"86",86,2020-06-30,"ARI","Away","SFG",4,10
"87",87,2020-07-02,"ARI","Away","LAD",4,5
"88",88,2020-07-03,"ARI","Away","LAD",4,5
"89",89,2020-07-05,"ARI","Home","COL",8,0
"90",90,2020-07-06,"ARI","Home","COL",4,2
"91",91,2020-07-07,"ARI","Home","COL",5,3
"92",92,2020-07-12,"ARI","Away","STL",4,2
"93",93,2020-07-13,"ARI","Away","STL",2,4
"94",94,2020-07-14,"ARI","Away","STL",2,5
"95",95,2020-07-16,"ARI","Away","TEX",9,2
"96",96,2020-07-17,"ARI","Away","TEX",19,4
"97",97,2020-07-18,"ARI","Home","MIL",1,5
"98",98,2020-07-19,"ARI","Home","MIL",10,7
"99",99,2020-07-20,"ARI","Home","MIL",3,8
"100",100,2020-07-21,"ARI","Home","MIL",4,7
"101",101,2020-07-22,"ARI","Home","BAL",6,3
"102",102,2020-07-23,"ARI","Home","BAL",2,7
"103",103,2020-07-24,"ARI","Home","BAL",5,2
"104",104,2020-07-26,"ARI","Away","MIA",2,3
"105",105,2020-07-27,"ARI","Away","MIA",9,2
"106",106,2020-07-28,"ARI","Away","MIA",1,5
"107",107,2020-07-29,"ARI","Away","MIA",6,11
"108",108,2020-07-30,"ARI","Away","NYY",4,2
"109",109,2020-07-31,"ARI","Away","NYY",5,7
"110",110,2020-08-02,"ARI","Home","WSN",0,3
"111",111,2020-08-03,"ARI","Home","WSN",18,7
"112",112,2020-08-04,"ARI","Home","WSN",7,5
"113",113,2020-08-05,"ARI","Home","PHI",3,7
"114",114,2020-08-06,"ARI","Home","PHI",8,4
"115",115,2020-08-07,"ARI","Home","PHI",6,1
"116",116,2020-08-09,"ARI","Away","LAD",3,2
"117",117,2020-08-10,"ARI","Away","LAD",0,4
"118",118,2020-08-11,"ARI","Away","LAD",3,9
"119",119,2020-08-12,"ARI","Away","COL",8,6
"120",120,2020-08-13,"ARI","Away","COL",9,3
"121",121,2020-08-14,"ARI","Away","COL",6,7
"122",122,2020-08-15,"ARI","Home","SFG",0,7
"123",123,2020-08-16,"ARI","Home","SFG",9,10
"124",124,2020-08-17,"ARI","Home","SFG",6,11
"125",125,2020-08-18,"ARI","Home","SFG",6,1
"126",126,2020-08-19,"ARI","Home","COL",5,3
"127",127,2020-08-20,"ARI","Home","COL",8,7
"128",128,2020-08-21,"ARI","Home","COL",2,7
"129",129,2020-08-23,"ARI","Away","MIL",1,6
"130",130,2020-08-24,"ARI","Away","MIL",0,4
"131",131,2020-08-25,"ARI","Away","MIL",5,2
"132",132,2020-08-26,"ARI","Away","SFG",6,4
"133",133,2020-08-27,"ARI","Away","SFG",3,2
"134",134,2020-08-29,"ARI","Home","LAD",11,5
"135",135,2020-08-30,"ARI","Home","LAD",5,4
"136",136,2020-08-31,"ARI","Home","LAD",6,5
"137",137,2020-09-01,"ARI","Home","LAD",3,4
"138",138,2020-09-02,"ARI","Home","SDP",14,7
"139",139,2020-09-03,"ARI","Home","SDP",2,1
"140",140,2020-09-04,"ARI","Home","SDP",4,1
"141",141,2020-09-06,"ARI","Away","CIN",7,5
"142",142,2020-09-07,"ARI","Away","CIN",2,0
"143",143,2020-09-08,"ARI","Away","CIN",3,4
"144",144,2020-09-09,"ARI","Away","NYM",1,3
"145",145,2020-09-10,"ARI","Away","NYM",2,3
"146",146,2020-09-11,"ARI","Away","NYM",0,9
"147",147,2020-09-12,"ARI","Away","NYM",1,11
"148",148,2020-09-13,"ARI","Home","CIN",3,4
"149",149,2020-09-14,"ARI","Home","CIN",1,0
"150",150,2020-09-15,"ARI","Home","CIN",1,3
"151",151,2020-09-16,"ARI","Home","MIA",7,5
"152",152,2020-09-17,"ARI","Home","MIA",6,12
"153",153,2020-09-18,"ARI","Home","MIA",5,4
"154",154,2020-09-20,"ARI","Away","SDP",9,0
"155",155,2020-09-21,"ARI","Away","SDP",4,2
"156",156,2020-09-22,"ARI","Away","SDP",4,6
"157",157,2020-09-23,"ARI","Home","STL",7,9
"158",158,2020-09-24,"ARI","Home","STL",3,2
"159",159,2020-09-25,"ARI","Home","STL",9,7
"160",160,2020-09-27,"ARI","Home","SDP",6,3
"161",161,2020-09-28,"ARI","Home","SDP",6,5
"162",162,2020-09-29,"ARI","Home","SDP",1,0
"163",1,2020-03-28,"ATL","Away","PHI",4,10
"164",2,2020-03-30,"ATL","Away","PHI",6,8
"165",3,2020-03-31,"ATL","Away","PHI",1,5
"166",4,2020-04-01,"ATL","Home","CHC",8,0
"167",5,2020-04-03,"ATL","Home","CHC",6,4
"168",6,2020-04-04,"ATL","Home","CHC",9,4
"169",7,2020-04-05,"ATL","Home","MIA",4,0
"170",8,2020-04-06,"ATL","Home","MIA",2,4
"171",9,2020-04-07,"ATL","Home","MIA",4,3
"172",10,2020-04-08,"ATL","Away","COL",8,6
"173",11,2020-04-09,"ATL","Away","COL",7,1
"174",12,2020-04-11,"ATL","Home","NYM",3,6
"175",13,2020-04-12,"ATL","Home","NYM",2,6
"176",14,2020-04-13,"ATL","Home","NYM",11,7
"177",15,2020-04-14,"ATL","Home","NYM",7,3
"178",16,2020-04-16,"ATL","Home","ARI",6,9
"179",17,2020-04-17,"ATL","Home","ARI",2,3
"180",18,2020-04-18,"ATL","Home","ARI",1,4
"181",19,2020-04-20,"ATL","Away","CLE",4,8
"182",20,2020-04-20,"ATL","Away","CLE",8,7
"183",21,2020-04-21,"ATL","Away","CLE",11,5
"184",22,2020-04-23,"ATL","Away","CIN",6,7
"185",23,2020-04-24,"ATL","Away","CIN",3,1
"186",24,2020-04-25,"ATL","Away","CIN",2,4
"187",25,2020-04-26,"ATL","Home","COL",4,8
"188",26,2020-04-27,"ATL","Home","COL",5,9
"189",27,2020-04-28,"ATL","Home","COL",8,7
"190",28,2020-04-29,"ATL","Home","SDP",3,1
"191",29,2020-04-30,"ATL","Home","SDP",3,4
"192",30,2020-05-01,"ATL","Home","SDP",5,1
"193",31,2020-05-02,"ATL","Home","SDP",2,11
"194",32,2020-05-03,"ATL","Away","MIA",7,2
"195",33,2020-05-04,"ATL","Away","MIA",9,2
"196",34,2020-05-05,"ATL","Away","MIA",3,1
"197",35,2020-05-06,"ATL","Away","LAD",3,5
"198",36,2020-05-07,"ATL","Away","LAD",0,9
"199",37,2020-05-08,"ATL","Away","LAD",4,9
"200",38,2020-05-09,"ATL","Away","ARI",2,3
"201",39,2020-05-10,"ATL","Away","ARI",2,1
"202",40,2020-05-11,"ATL","Away","ARI",6,4
"203",41,2020-05-12,"ATL","Away","ARI",5,3
"204",42,2020-05-14,"ATL","Home","STL",3,14
"205",43,2020-05-15,"ATL","Home","STL",4,0
"206",44,2020-05-16,"ATL","Home","STL",10,2
"207",45,2020-05-17,"ATL","Home","MIL",12,8
"208",46,2020-05-18,"ATL","Home","MIL",4,3
"209",47,2020-05-19,"ATL","Home","MIL",2,3
"210",48,2020-05-20,"ATL","Away","SFG",4,1
"211",49,2020-05-21,"ATL","Away","SFG",3,4
"212",50,2020-05-22,"ATL","Away","SFG",9,2
"213",51,2020-05-23,"ATL","Away","SFG",5,4
"214",52,2020-05-24,"ATL","Away","STL",5,2
"215",53,2020-05-25,"ATL","Away","STL",3,6
"216",54,2020-05-26,"ATL","Away","STL",4,3
"217",55,2020-05-28,"ATL","Home","WSN",4,5
"218",56,2020-05-29,"ATL","Home","WSN",4,14
"219",57,2020-05-31,"ATL","Home","DET",2,8
"220",58,2020-06-01,"ATL","Home","DET",10,5
"221",59,2020-06-02,"ATL","Home","DET",7,4
"222",60,2020-06-04,"ATL","Away","PIT",12,5
"223",61,2020-06-05,"ATL","Away","PIT",4,7
"224",62,2020-06-06,"ATL","Away","PIT",1,6
"225",63,2020-06-07,"ATL","Away","MIA",7,1
"226",64,2020-06-08,"ATL","Away","MIA",1,0
"227",65,2020-06-09,"ATL","Away","MIA",7,6
"228",66,2020-06-10,"ATL","Home","PIT",13,7
"229",67,2020-06-11,"ATL","Home","PIT",7,5
"230",68,2020-06-12,"ATL","Home","PIT",8,7
"231",69,2020-06-13,"ATL","Home","PIT",6,5
"232",70,2020-06-14,"ATL","Home","PHI",9,8
"233",71,2020-06-15,"ATL","Home","PHI",5,6
"234",72,2020-06-16,"ATL","Home","PHI",15,1
"235",73,2020-06-17,"ATL","Home","NYM",12,3
"236",74,2020-06-18,"ATL","Home","NYM",2,10
"237",75,2020-06-19,"ATL","Home","NYM",7,2
"238",76,2020-06-21,"ATL","Away","WSN",3,4
"239",77,2020-06-22,"ATL","Away","WSN",13,9
"240",78,2020-06-23,"ATL","Away","WSN",4,3
"241",79,2020-06-24,"ATL","Away","CHC",3,8
"242",80,2020-06-25,"ATL","Away","CHC",3,2
"243",81,2020-06-26,"ATL","Away","CHC",5,3
"244",82,2020-06-27,"ATL","Away","CHC",7,9
"245",83,2020-06-28,"ATL","Away","NYM",6,2
"246",84,2020-06-29,"ATL","Away","NYM",5,4
"247",85,2020-06-30,"ATL","Away","NYM",5,8
"248",86,2020-07-02,"ATL","Home","PHI",0,2
"249",87,2020-07-03,"ATL","Home","PHI",9,2
"250",88,2020-07-04,"ATL","Home","PHI",12,6
"251",89,2020-07-05,"ATL","Home","MIA",1,0
"252",90,2020-07-06,"ATL","Home","MIA",4,5
"253",91,2020-07-07,"ATL","Home","MIA",4,3
"254",92,2020-07-12,"ATL","Away","SDP",5,3
"255",93,2020-07-13,"ATL","Away","SDP",7,5
"256",94,2020-07-14,"ATL","Away","SDP",4,1
"257",95,2020-07-15,"ATL","Away","MIL",4,2
"258",96,2020-07-16,"ATL","Away","MIL",1,13
"259",97,2020-07-17,"ATL","Away","MIL",4,5
"260",98,2020-07-18,"ATL","Home","WSN",4,13
"261",99,2020-07-19,"ATL","Home","WSN",4,3
"262",100,2020-07-20,"ATL","Home","WSN",3,5
"263",101,2020-07-21,"ATL","Home","WSN",7,1
"264",102,2020-07-23,"ATL","Home","KCR",4,5
"265",103,2020-07-24,"ATL","Home","KCR",0,2
"266",104,2020-07-26,"ATL","Away","PHI",9,2
"267",105,2020-07-27,"ATL","Away","PHI",15,7
"268",106,2020-07-28,"ATL","Away","PHI",4,9
"269",107,2020-07-29,"ATL","Away","WSN",3,6
"270",108,2020-07-30,"ATL","Away","WSN",11,8
"271",109,2020-07-31,"ATL","Away","WSN",5,4
"272",110,2020-08-01,"ATL","Home","CIN",4,1
"273",111,2020-08-02,"ATL","Home","CIN",2,5
"274",112,2020-08-03,"ATL","Home","CIN",5,4
"275",113,2020-08-04,"ATL","Home","CIN",4,6
"276",114,2020-08-05,"ATL","Away","MIN",3,5
"277",115,2020-08-06,"ATL","Away","MIN",12,7
"278",116,2020-08-07,"ATL","Away","MIN",11,7
"279",117,2020-08-08,"ATL","Away","MIA",2,9
"280",118,2020-08-09,"ATL","Away","MIA",8,4
"281",119,2020-08-10,"ATL","Away","MIA",6,7
"282",120,2020-08-11,"ATL","Away","MIA",5,4
"283",121,2020-08-13,"ATL","Home","NYM",5,3
"284",122,2020-08-14,"ATL","Home","NYM",6,4
"285",123,2020-08-15,"ATL","Home","NYM",8,10
"286",124,2020-08-16,"ATL","Home","LAD",3,8
"287",125,2020-08-17,"ATL","Home","LAD",4,3
"288",126,2020-08-18,"ATL","Home","LAD",5,3
"289",127,2020-08-20,"ATL","Home","MIA",5,1
"290",128,2020-08-21,"ATL","Home","MIA",5,0
"291",129,2020-08-22,"ATL","Home","MIA",3,2
"292",130,2020-08-23,"ATL","Away","NYM",2,1
"293",131,2020-08-24,"ATL","Away","NYM",9,5
"294",132,2020-08-25,"ATL","Away","NYM",2,1
"295",133,2020-08-26,"ATL","Away","COL",1,3
"296",134,2020-08-27,"ATL","Away","TOR",1,3
"297",135,2020-08-28,"ATL","Away","TOR",9,4
"298",136,2020-08-30,"ATL","Home","CHW",10,7
"299",137,2020-08-31,"ATL","Home","CHW",11,5
"300",138,2020-09-01,"ATL","Home","CHW",5,3
"301",139,2020-09-02,"ATL","Home","TOR",6,3
"302",140,2020-09-03,"ATL","Home","TOR",7,2
"303",141,2020-09-05,"ATL","Home","WSN",4,2
"304",142,2020-09-06,"ATL","Home","WSN",4,3
"305",143,2020-09-07,"ATL","Home","WSN",5,4
"306",144,2020-09-08,"ATL","Home","WSN",4,9
"307",145,2020-09-09,"ATL","Away","PHI",7,2
"308",146,2020-09-10,"ATL","Away","PHI",5,6
"309",147,2020-09-11,"ATL","Away","PHI",3,1
"310",148,2020-09-12,"ATL","Away","PHI",5,9
"311",149,2020-09-13,"ATL","Away","WSN",5,0
"312",150,2020-09-14,"ATL","Away","WSN",10,1
"313",151,2020-09-15,"ATL","Away","WSN",0,7
"314",152,2020-09-17,"ATL","Home","PHI",4,5
"315",153,2020-09-18,"ATL","Home","PHI",1,4
"316",154,2020-09-19,"ATL","Home","PHI",5,4
"317",155,2020-09-20,"ATL","Home","SFG",6,0
"318",156,2020-09-21,"ATL","Home","SFG",8,1
"319",157,2020-09-22,"ATL","Home","SFG",1,4
"320",158,2020-09-24,"ATL","Away","KCR",6,9
"321",159,2020-09-25,"ATL","Away","KCR",10,2
"322",160,2020-09-27,"ATL","Away","NYM",2,4
"323",161,2020-09-28,"ATL","Away","NYM",0,3
"324",162,2020-09-29,"ATL","Away","NYM",6,7
"325",1,2020-03-28,"BAL","Away","NYY",2,7
"326",2,2020-03-30,"BAL","Away","NYY",5,3
"327",3,2020-03-31,"BAL","Away","NYY",7,5
"328",4,2020-04-01,"BAL","Away","TOR",6,5
"329",5,2020-04-02,"BAL","Away","TOR",2,1
"330",6,2020-04-03,"BAL","Away","TOR",3,5
"331",7,2020-04-04,"BAL","Home","NYY",4,8
"332",8,2020-04-06,"BAL","Home","NYY",4,6
"333",9,2020-04-07,"BAL","Home","NYY",3,15
"334",10,2020-04-08,"BAL","Home","OAK",12,4
"335",11,2020-04-09,"BAL","Home","OAK",2,13
"336",12,2020-04-10,"BAL","Home","OAK",3,10
"337",13,2020-04-11,"BAL","Home","OAK",5,8
"338",14,2020-04-12,"BAL","Away","BOS",4,6
"339",15,2020-04-13,"BAL","Away","BOS",9,5
"340",16,2020-04-14,"BAL","Away","BOS",0,4
"341",17,2020-04-15,"BAL","Away","BOS",8,1
"342",18,2020-04-16,"BAL","Away","TBR",2,4
"343",19,2020-04-17,"BAL","Away","TBR",1,8
"344",20,2020-04-18,"BAL","Away","TBR",6,5
"345",21,2020-04-20,"BAL","Home","MIN",5,6
"346",22,2020-04-20,"BAL","Home","MIN",7,16
"347",23,2020-04-21,"BAL","Home","MIN",3,4
"348",24,2020-04-22,"BAL","Home","CHW",2,12
"349",25,2020-04-23,"BAL","Home","CHW",9,1
"350",26,2020-04-24,"BAL","Home","CHW",4,3
"351",27,2020-04-26,"BAL","Away","MIN",1,6
"352",28,2020-04-27,"BAL","Away","MIN",2,9
"353",29,2020-04-28,"BAL","Away","MIN",1,4
"354",30,2020-04-29,"BAL","Away","CHW",3,5
"355",31,2020-05-01,"BAL","Away","CHW",5,4
"356",32,2020-05-01,"BAL","Away","CHW",6,7
"357",33,2020-05-03,"BAL","Home","TBR",0,7
"358",34,2020-05-04,"BAL","Home","TBR",3,0
"359",35,2020-05-06,"BAL","Home","BOS",4,1
"360",36,2020-05-07,"BAL","Home","BOS",5,8
"361",37,2020-05-08,"BAL","Home","BOS",1,2
"362",38,2020-05-10,"BAL","Home","LAA",3,8
"363",39,2020-05-11,"BAL","Home","LAA",2,7
"364",40,2020-05-12,"BAL","Home","LAA",5,1
"365",41,2020-05-15,"BAL","Away","NYY",3,5
"366",42,2020-05-15,"BAL","Away","NYY",1,3
"367",43,2020-05-16,"BAL","Away","CLE",7,14
"368",44,2020-05-17,"BAL","Away","CLE",5,1
"369",45,2020-05-18,"BAL","Away","CLE",1,4
"370",46,2020-05-19,"BAL","Away","CLE",0,10
"371",47,2020-05-20,"BAL","Home","NYY",7,10
"372",48,2020-05-21,"BAL","Home","NYY",4,11
"373",49,2020-05-22,"BAL","Home","NYY",5,7
"374",50,2020-05-23,"BAL","Home","NYY",5,6
"375",51,2020-05-24,"BAL","Away","COL",6,8
"376",52,2020-05-25,"BAL","Away","COL",9,6
"377",53,2020-05-26,"BAL","Away","COL",7,8
"378",54,2020-05-27,"BAL","Home","DET",5,3
"379",55,2020-05-28,"BAL","Home","DET",0,3
"380",56,2020-05-29,"BAL","Home","DET",2,4
"381",57,2020-05-31,"BAL","Home","SFG",9,6
"382",58,2020-06-01,"BAL","Home","SFG",2,8
"383",59,2020-06-02,"BAL","Home","SFG",1,8
"384",60,2020-06-04,"BAL","Away","TEX",12,11
"385",61,2020-06-05,"BAL","Away","TEX",1,2
"386",62,2020-06-06,"BAL","Away","TEX",3,4
"387",63,2020-06-07,"BAL","Away","HOU",3,4
"388",64,2020-06-08,"BAL","Away","HOU",4,1
"389",65,2020-06-09,"BAL","Away","HOU",0,4
"390",66,2020-06-11,"BAL","Home","TOR",4,2
"391",67,2020-06-12,"BAL","Home","TOR",6,8
"392",68,2020-06-13,"BAL","Home","TOR",3,12
"393",69,2020-06-14,"BAL","Home","BOS",2,13
"394",70,2020-06-15,"BAL","Home","BOS",2,7
"395",71,2020-06-16,"BAL","Home","BOS",6,8
"396",72,2020-06-17,"BAL","Away","OAK",2,3
"397",73,2020-06-18,"BAL","Away","OAK",2,16
"398",74,2020-06-19,"BAL","Away","OAK",3,8
"399",75,2020-06-20,"BAL","Away","SEA",2,5
"400",76,2020-06-21,"BAL","Away","SEA",9,10
"401",77,2020-06-22,"BAL","Away","SEA",8,4
"402",78,2020-06-23,"BAL","Away","SEA",3,13
"403",79,2020-06-25,"BAL","Home","SDP",3,8
"404",80,2020-06-26,"BAL","Home","SDP",5,10
"405",81,2020-06-28,"BAL","Home","CLE",13,0
"406",82,2020-06-29,"BAL","Home","CLE",13,0
"407",83,2020-06-30,"BAL","Home","CLE",0,2
"408",84,2020-07-01,"BAL","Away","TBR",3,6
"409",85,2020-07-02,"BAL","Away","TBR",3,6
"410",86,2020-07-03,"BAL","Away","TBR",9,6
"411",87,2020-07-05,"BAL","Away","TOR",4,1
"412",88,2020-07-06,"BAL","Away","TOR",8,1
"413",89,2020-07-07,"BAL","Away","TOR",1,6
"414",90,2020-07-12,"BAL","Home","TBR",4,16
"415",91,2020-07-13,"BAL","Home","TBR",2,1
"416",92,2020-07-13,"BAL","Home","TBR",4,12
"417",93,2020-07-14,"BAL","Home","TBR",1,4
"418",94,2020-07-16,"BAL","Home","WSN",1,8
"419",95,2020-07-17,"BAL","Home","WSN",9,2
"420",96,2020-07-19,"BAL","Home","BOS",11,2
"421",97,2020-07-20,"BAL","Home","BOS",6,17
"422",98,2020-07-21,"BAL","Home","BOS",5,0
"423",99,2020-07-22,"BAL","Away","ARI",3,6
"424",100,2020-07-23,"BAL","Away","ARI",7,2
"425",101,2020-07-24,"BAL","Away","ARI",2,5
"426",102,2020-07-25,"BAL","Away","LAA",10,8
"427",103,2020-07-26,"BAL","Away","LAA",9,3
"428",104,2020-07-27,"BAL","Away","LAA",8,7
"429",105,2020-07-28,"BAL","Away","LAA",4,5
"430",106,2020-07-29,"BAL","Away","SDP",1,8
"431",107,2020-07-30,"BAL","Away","SDP",8,5
"432",108,2020-08-01,"BAL","Home","TOR",2,11
"433",109,2020-08-02,"BAL","Home","TOR",2,5
"434",110,2020-08-03,"BAL","Home","TOR",6,4
"435",111,2020-08-04,"BAL","Home","TOR",6,5
"436",112,2020-08-05,"BAL","Home","NYY",6,9
"437",113,2020-08-06,"BAL","Home","NYY",4,9
"438",114,2020-08-07,"BAL","Home","NYY",2,14
"439",115,2020-08-09,"BAL","Home","HOU",2,3
"440",116,2020-08-10,"BAL","Home","HOU",2,23
"441",117,2020-08-11,"BAL","Home","HOU",8,7
"442",118,2020-08-12,"BAL","Away","NYY",5,8
"443",119,2020-08-12,"BAL","Away","NYY",8,11
"444",120,2020-08-13,"BAL","Away","NYY",3,8
"445",121,2020-08-14,"BAL","Away","NYY",5,6
"446",122,2020-08-16,"BAL","Away","BOS",1,9
"447",123,2020-08-17,"BAL","Away","BOS",0,4
"448",124,2020-08-18,"BAL","Away","BOS",7,13
"449",125,2020-08-19,"BAL","Home","KCR",4,5
"450",126,2020-08-20,"BAL","Home","KCR",4,1
"451",127,2020-08-21,"BAL","Home","KCR",8,1
"452",128,2020-08-22,"BAL","Home","TBR",2,5
"453",129,2020-08-23,"BAL","Home","TBR",1,7
"454",130,2020-08-24,"BAL","Home","TBR",7,1
"455",131,2020-08-25,"BAL","Home","TBR",8,3
"456",132,2020-08-27,"BAL","Away","WSN",2,0
"457",133,2020-08-28,"BAL","Away","WSN",4,8
"458",134,2020-08-30,"BAL","Away","KCR",14,2
"459",135,2020-08-31,"BAL","Away","KCR",5,7
"460",136,2020-09-01,"BAL","Away","KCR",4,6
"461",137,2020-09-02,"BAL","Away","TBR",4,5
"462",138,2020-09-03,"BAL","Away","TBR",4,2
"463",139,2020-09-03,"BAL","Away","TBR",0,2
"464",140,2020-09-05,"BAL","Home","TEX",1,3
"465",141,2020-09-06,"BAL","Home","TEX",6,7
"466",142,2020-09-07,"BAL","Home","TEX",4,9
"467",143,2020-09-08,"BAL","Home","TEX",4,10
"468",144,2020-09-10,"BAL","Home","LAD",3,7
"469",145,2020-09-11,"BAL","Home","LAD",7,3
"470",146,2020-09-12,"BAL","Home","LAD",2,4
"471",147,2020-09-13,"BAL","Away","DET",6,2
"472",148,2020-09-14,"BAL","Away","DET",4,8
"473",149,2020-09-15,"BAL","Away","DET",8,2
"474",150,2020-09-16,"BAL","Away","DET",2,5
"475",151,2020-09-17,"BAL","Home","TOR",5,8
"476",152,2020-09-18,"BAL","Home","TOR",10,11
"477",153,2020-09-19,"BAL","Home","TOR",4,8
"478",154,2020-09-20,"BAL","Home","SEA",5,3
"479",155,2020-09-21,"BAL","Home","SEA",6,7
"480",156,2020-09-22,"BAL","Home","SEA",2,1
"481",157,2020-09-23,"BAL","Away","TOR",10,11
"482",158,2020-09-24,"BAL","Away","TOR",11,4
"483",159,2020-09-25,"BAL","Away","TOR",2,3
"484",160,2020-09-27,"BAL","Away","BOS",4,1
"485",161,2020-09-28,"BAL","Away","BOS",9,4
"486",162,2020-09-29,"BAL","Away","BOS",4,5
"487",1,2020-03-28,"BOS","Away","SEA",4,12
"488",2,2020-03-29,"BOS","Away","SEA",7,6
"489",3,2020-03-30,"BOS","Away","SEA",5,6
"490",4,2020-03-31,"BOS","Away","SEA",8,10
"491",5,2020-04-01,"BOS","Away","OAK",0,7
"492",6,2020-04-02,"BOS","Away","OAK",0,1
"493",7,2020-04-03,"BOS","Away","OAK",6,3
"494",8,2020-04-04,"BOS","Away","OAK",3,7
"495",9,2020-04-05,"BOS","Away","ARI",8,15
"496",10,2020-04-06,"BOS","Away","ARI",4,5
"497",11,2020-04-07,"BOS","Away","ARI",1,0
"498",12,2020-04-09,"BOS","Home","TOR",5,7
"499",13,2020-04-11,"BOS","Home","TOR",7,6
"500",14,2020-04-12,"BOS","Home","BAL",6,4
