"","Tm","year","num_batters","BatAge","R.G","G","PA","AB","R","H","B2","B3","HR","RBI","SB","CS","BB","SO","BA","OBP","SLG","OPS","OPS_plus","TB","GDP","HBP","SH","SF","IBB","LOB","playoffs"
"634","TOR",1998,41,28.9,5.01,163,38.7914110429448,34.2331288343558,5.00613496932515,9.0920245398773,1.93865030674847,0.116564417177914,1.3558282208589,4.76073619631902,1.12883435582822,0.496932515337423,3.4601226993865,6.94478527607362,0.266,0.34,0.448,0.787,104,15.3312883435583,0.662576687116564,0.533742331288344,0.263803680981595,0.300613496932515,0.263803680981595,6.95092024539877,FALSE
"635","ANA",1999,45,28.6,4.39,162,37.8518518518519,33.9135802469136,4.38888888888889,8.66666666666667,1.53086419753086,0.135802469135802,0.975308641975309,4.15432098765432,0.438271604938272,0.277777777777778,3.15432098765432,6.30864197530864,0.256,0.322,0.395,0.716,83,13.3950617283951,0.833333333333333,0.265432098765432,0.253086419753086,0.259259259259259,0.148148148148148,6.77160493827161,FALSE
"636","ARI",1999,43,30,5.6,162,39.5987654320988,34.9259259259259,5.60493827160494,9.66666666666667,1.78395061728395,0.283950617283951,1.33333333333333,5.33950617283951,0.845679012345679,0.240740740740741,3.62962962962963,6.45061728395062,0.277,0.347,0.459,0.805,101,16.0185185185185,0.580246913580247,0.296296296296296,0.376543209876543,0.37037037037037,0.320987654320988,7.21604938271605,TRUE
"637","ATL",1999,44,29.6,5.19,162,39.2037037037037,34.3765432098765,5.18518518518519,9.14197530864197,1.90740740740741,0.141975308641975,1.21604938271605,4.88271604938272,0.91358024691358,0.407407407407407,3.75308641975309,5.93827160493827,0.266,0.341,0.436,0.777,96,14.9814814814815,0.740740740740741,0.327160493827161,0.45679012345679,0.290123456790123,0.382716049382716,7.12962962962963,TRUE
"638","BAL",1999,43,32.5,5.25,162,39.5617283950617,34.7962962962963,5.25308641975309,9.7037037037037,1.84567901234568,0.12962962962963,1.25308641975309,4.96296296296296,0.660493827160494,0.283950617283951,3.7962962962963,5.49382716049383,0.279,0.353,0.447,0.8,108,15.5679012345679,0.901234567901235,0.376543209876543,0.253086419753086,0.339506172839506,0.209876543209877,7.66049382716049,FALSE
"639","BOS",1999,48,28.8,5.16,162,39.0185185185185,34.4382716049383,5.16049382716049,9.57407407407407,2.06172839506173,0.259259259259259,1.08641975308642,4.98765432098765,0.41358024691358,0.240740740740741,3.68518518518519,5.72839506172839,0.278,0.35,0.448,0.798,99,15.4135802469136,0.808641975308642,0.339506172839506,0.209876543209877,0.345679012345679,0.166666666666667,7.48765432098765,TRUE
"640","CHC",1999,47,31.2,4.61,162,38.2777777777778,33.8395061728395,4.61111111111111,8.70987654320988,1.57407407407407,0.216049382716049,1.16666666666667,4.42592592592593,0.37037037037037,0.271604938271605,3.52469135802469,7.22222222222222,0.257,0.329,0.42,0.749,91,14.216049382716,0.740740740740741,0.240740740740741,0.401234567901235,0.271604938271605,0.234567901234568,6.97530864197531,FALSE
"641","CHW",1999,40,25.8,4.8,162,38.6666666666667,34.8395061728395,4.7962962962963,9.64814814814815,1.83950617283951,0.228395061728395,1,4.58024691358025,0.679012345679012,0.308641975308642,3.08024691358025,5,0.277,0.337,0.429,0.766,94,14.9444444444444,0.851851851851852,0.209876543209877,0.246913580246914,0.277777777777778,0.135802469135802,7.14197530864198,FALSE
"642","CIN",1999,35,28.3,5.31,163,39.1288343558282,34.6564417177914,5.30674846625767,9.42331288343558,1.91411042944785,0.226993865030675,1.28220858895706,5.03067484662577,1.00613496932515,0.331288343558282,3.49079754601227,6.90184049079755,0.272,0.341,0.451,0.792,96,15.638036809816,0.656441717791411,0.276073619631902,0.429447852760736,0.269938650306748,0.226993865030675,7.16564417177914,FALSE
"643","CLE",1999,51,29,6.23,162,40.4567901234568,34.7777777777778,6.22839506172839,10.0555555555556,1.90740740740741,0.197530864197531,1.29012345679012,5.92592592592593,0.907407407407407,0.308641975308642,4.58641975308642,6.78395061728395,0.289,0.373,0.467,0.84,111,16.2283950617284,0.839506172839506,0.339506172839506,0.333333333333333,0.41358024691358,0.253086419753086,7.61728395061728,TRUE
"644","COL",1999,44,29.7,5.59,162,39.3148148148148,35.2901234567901,5.59259259259259,10.1481481481481,1.88271604938272,0.240740740740741,1.37654320987654,5.32716049382716,0.432098765432099,0.265432098765432,3.1358024691358,5.32716049382716,0.288,0.348,0.472,0.819,87,16.641975308642,0.771604938271605,0.265432098765432,0.333333333333333,0.283950617283951,0.191358024691358,7.06172839506173,FALSE
"645","DET",1999,41,27.5,4.64,161,37.8633540372671,34.0434782608696,4.63975155279503,8.90062111801242,1.79503105590062,0.211180124223602,1.3167701863354,4.37267080745342,0.670807453416149,0.434782608695652,2.84472049689441,6.51552795031056,0.261,0.326,0.443,0.768,95,15.0683229813665,0.670807453416149,0.509316770186335,0.217391304347826,0.242236024844721,0.118012422360248,6.59006211180124,FALSE
"646","FLA",1999,44,25.2,4.27,162,38.3703703703704,34.4320987654321,4.26543209876543,9.04320987654321,1.64197530864198,0.271604938271605,0.790123456790123,4.04320987654321,0.567901234567901,0.283950617283951,2.95679012345679,7.0679012345679,0.263,0.325,0.395,0.719,87,13.5987654320988,0.734567901234568,0.364197530864198,0.271604938271605,0.345679012345679,0.185185185185185,7.15432098765432,FALSE
"647","HOU",1999,38,29.8,5.08,162,39.5246913580247,33.858024691358,5.08024691358025,9.03086419753086,1.80864197530864,0.141975308641975,1.03703703703704,4.83950617283951,1.02469135802469,0.462962962962963,4.49382716049383,7.02469135802469,0.267,0.355,0.42,0.775,97,14.2345679012346,0.783950617283951,0.320987654320988,0.487654320987654,0.358024691358025,0.351851851851852,7.72839506172839,TRUE
"648","KCR",1999,50,26.9,5.32,161,39.2857142857143,34.9316770186335,5.3167701863354,9.83850931677019,1.82608695652174,0.322981366459627,0.937888198757764,4.96894409937888,0.788819875776398,0.242236024844721,3.32298136645963,5.7888198757764,0.282,0.348,0.433,0.781,98,15.1242236024845,0.968944099378882,0.397515527950311,0.285714285714286,0.347826086956522,0.15527950310559,7.2360248447205,FALSE
"649","LAD",1999,43,29.2,4.9,162,39.1234567901235,34.3641975308642,4.89506172839506,9.1358024691358,1.56172839506173,0.141975308641975,1.15432098765432,4.69753086419753,1.03086419753086,0.419753086419753,3.66666666666667,6.35802469135802,0.266,0.339,0.42,0.76,96,14.4444444444444,0.672839506172839,0.320987654320988,0.45679012345679,0.314814814814815,0.209876543209877,7.24074074074074,FALSE
"650","MIL",1999,44,28.1,5.06,161,39.9565217391304,34.6708074534162,5.06211180124224,9.46583850931677,1.85714285714286,0.186335403726708,1.02484472049689,4.82608695652174,0.503105590062112,0.204968944099379,4.08695652173913,6.61490683229814,0.273,0.353,0.426,0.779,98,14.7701863354037,0.683229813664596,0.341614906832298,0.540372670807453,0.316770186335404,0.273291925465839,7.92546583850932,FALSE
"651","MIN",1999,37,26.7,4.26,161,38.0372670807453,34.1304347826087,4.26086956521739,9.00621118012422,1.77018633540373,0.186335403726708,0.652173913043478,3.99378881987578,0.732919254658385,0.372670807453416,3.1055900621118,6.07453416149068,0.264,0.328,0.384,0.712,79,13.1055900621118,0.937888198757764,0.304347826086957,0.149068322981366,0.347826086956522,0.173913043478261,6.94409937888199,FALSE
"652","MON",1999,44,25.9,4.43,162,37.9691358024691,34.3148148148148,4.4320987654321,9.09259259259259,1.97530864197531,0.290123456790123,1.00617283950617,4.19753086419753,0.432098765432099,0.314814814814815,2.7037037037037,5.7962962962963,0.265,0.323,0.427,0.751,91,14.6666666666667,0.851851851851852,0.327160493827161,0.438271604938272,0.172839506172839,0.240740740740741,6.75308641975309,FALSE
"653","NYM",1999,45,30.1,5.23,163,39.5950920245399,34.1840490797546,5.23312883435583,9.52760736196319,1.82208588957055,0.0858895705521472,1.11042944785276,4.99386503067485,0.920245398773006,0.374233128834356,4.39877300613497,6.09815950920245,0.279,0.363,0.434,0.797,104,14.8527607361963,0.914110429447853,0.294478527607362,0.386503067484663,0.331288343558282,0.325153374233129,7.77300613496933,TRUE
"654","NYY",1999,39,30.9,5.56,162,39.6049382716049,34.3703703703704,5.55555555555556,9.67901234567901,1.8641975308642,0.222222222222222,1.19135802469136,5.27777777777778,0.641975308641975,0.351851851851852,4.4320987654321,6.03703703703704,0.282,0.366,0.453,0.819,110,15.5617283950617,0.845679012345679,0.339506172839506,0.135802469135802,0.327160493827161,0.290123456790123,7.67901234567901,TRUE
"655","OAK",1999,42,28.7,5.51,162,39.7654320987654,34.0679012345679,5.51234567901235,8.82716049382716,1.77160493827161,0.123456790123457,1.45061728395062,5.21604938271605,0.432098765432099,0.228395061728395,4.75308641975309,6.96913580246914,0.259,0.355,0.446,0.801,109,15.1975308641975,0.796296296296296,0.438271604938272,0.240740740740741,0.253086419753086,0.197530864197531,7.69135802469136,FALSE
"656","PHI",1999,41,28.2,5.19,162,39.4197530864198,34.5555555555556,5.19135802469136,9.5,1.8641975308642,0.271604938271605,0.993827160493827,4.91975308641975,0.771604938271605,0.216049382716049,3.89506172839506,6.67283950617284,0.275,0.351,0.431,0.782,94,14.8888888888889,0.783950617283951,0.283950617283951,0.432098765432099,0.253086419753086,0.228395061728395,7.53703703703704,FALSE
"657","PIT",1999,45,28.3,4.81,161,38.7204968944099,33.9627329192547,4.81366459627329,8.80124223602484,1.75155279503106,0.248447204968944,1.06211180124224,4.56521739130435,0.695652173913043,0.273291925465839,3.55900621118012,7.43478260869565,0.259,0.334,0.419,0.753,89,14.2360248447205,0.68944099378882,0.372670807453416,0.540372670807453,0.279503105590062,0.248447204968944,7.18633540372671,FALSE
"658","SDP",1999,41,29.7,4.38,162,37.8765432098765,33.2962962962963,4.38271604938272,8.39506172839506,1.58024691358025,0.135802469135802,0.944444444444444,4.14197530864198,1.07407407407407,0.41358024691358,3.89506172839506,7.21604938271605,0.252,0.332,0.393,0.725,90,13.0802469135802,0.814814814814815,0.216049382716049,0.222222222222222,0.246913580246914,0.191358024691358,7.03086419753086,FALSE
"659","SEA",1999,51,29.2,5.3,162,38.9506172839506,34.3950617283951,5.30246913580247,9.25308641975309,1.62345679012346,0.12962962962963,1.50617283950617,5.09259259259259,0.802469135802469,0.277777777777778,3.76543209876543,6.75925925925926,0.269,0.343,0.455,0.798,100,15.6543209876543,0.703703703703704,0.259259259259259,0.234567901234568,0.296296296296296,0.234567901234568,7.08024691358025,FALSE
"660","SFG",1999,35,30.2,5.38,162,39.8086419753086,34.3395061728395,5.38271604938272,9.30246913580247,1.89506172839506,0.111111111111111,1.16049382716049,5.11111111111111,0.672839506172839,0.345679012345679,4.2962962962963,6.34567901234568,0.271,0.356,0.434,0.79,104,14.9012345679012,0.796296296296296,0.37037037037037,0.537037037037037,0.259259259259259,0.246913580246914,7.59259259259259,FALSE
"661","STL",1999,42,28.6,5.02,161,39.4658385093168,34.5962732919255,5.02484472049689,9.07453416149068,1.70186335403727,0.167701863354037,1.20496894409938,4.73913043478261,0.832298136645963,0.298136645962733,3.80745341614907,7.46583850931677,0.262,0.338,0.426,0.764,92,14.7267080745342,0.683229813664596,0.316770186335404,0.46583850931677,0.273291925465839,0.316770186335404,7.37888198757764,FALSE
"662","TBD",1999,46,30.1,4.77,162,38.7160493827161,34.4814814814815,4.76543209876543,9.45061728395062,1.67901234567901,0.179012345679012,0.895061728395062,4.49382716049383,0.450617283950617,0.302469135802469,3.35802469135802,6.4320987654321,0.274,0.343,0.411,0.754,92,14.1728395061728,0.969135802469136,0.395061728395062,0.185185185185185,0.296296296296296,0.148148148148148,7.21604938271605,FALSE
"663","TEX",1999,38,30.7,5.83,162,39.4382716049383,34.8827160493827,5.83333333333333,10.2037037037037,1.87654320987654,0.179012345679012,1.41975308641975,5.53703703703704,0.685185185185185,0.333333333333333,3.7716049382716,5.78395061728395,0.293,0.361,0.479,0.84,109,16.6975308641975,0.907407407407407,0.179012345679012,0.216049382716049,0.382716049382716,0.253086419753086,7.25925925925926,TRUE
"664","TOR",1999,53,28.3,5.45,162,39.320987654321,34.8271604938272,5.45061728395062,9.75308641975309,2.08024691358025,0.0864197530864197,1.30864197530864,5.28395061728395,0.734567901234568,0.296296296296296,3.5679012345679,6.64814814814815,0.28,0.352,0.457,0.81,105,15.9320987654321,0.796296296296296,0.469135802469136,0.172839506172839,0.277777777777778,0.179012345679012,7.26543209876543,FALSE
"665","ANA",2000,45,27.6,5.33,162,39.3395061728395,34.7407407407407,5.33333333333333,9.71604938271605,1.90740740740741,0.209876543209877,1.45679012345679,5.16666666666667,0.574074074074074,0.320987654320988,3.75308641975309,6.32098765432099,0.28,0.352,0.472,0.825,105,16.4135802469136,0.777777777777778,0.290123456790123,0.290123456790123,0.265432098765432,0.265432098765432,7.24074074074074,FALSE
"666","ARI",2000,41,30.8,4.89,162,38.5246913580247,34.1172839506173,4.88888888888889,9.04938271604938,1.74074074074074,0.271604938271605,1.10493827160494,4.66666666666667,0.598765432098765,0.271604938271605,3.30246913580247,6.01851851851852,0.265,0.333,0.429,0.763,88,14.6481481481481,0.703703703703704,0.364197530864198,0.376543209876543,0.358024691358025,0.228395061728395,6.96296296296296,FALSE
